"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"04.12.2015 00:00:00";"2";"0";"102";"2,26";"12582912";"804048";"6,39";"0";"1";"82";"6";"5"
"04.12.2015 00:05:00";"2";"0";"119";"2,65";"12582912";"904711";"7,19";"0";"2";"82";"6";"5"
"04.12.2015 00:10:00";"2";"0";"102";"2,27";"12582912";"778882";"6,19";"0";"1";"82";"6";"6"
"04.12.2015 00:15:00";"2";"0";"102";"2,27";"12582912";"719743";"5,72";"0";"1";"82";"6";"5"
"04.12.2015 00:20:00";"2";"0";"108";"2,39";"12582912";"728551";"5,79";"0";"1";"82";"6";"5"
"04.12.2015 00:25:00";"2";"0";"103";"2,27";"12582912";"753716";"5,99";"0";"1";"82";"6";"6"
"04.12.2015 00:30:00";"2";"0";"101";"2,25";"12582912";"955043";"7,59";"0";"1";"82";"6";"5"
"04.12.2015 00:35:00";"2";"0";"105";"2,32";"12582912";"1080872";"8,59";"0";"1";"82";"6";"6"
"04.12.2015 00:40:00";"2";"0";"103";"2,29";"12582912";"987759";"7,85";"0";"1";"82";"6";"6"
"04.12.2015 00:45:00";"2";"0";"102";"2,26";"12582912";"912261";"7,25";"0";"2";"82";"6";"5"
"04.12.2015 00:50:00";"2";"0";"103";"2,29";"12582912";"694577";"5,52";"0";"1";"82";"6";"5"
"04.12.2015 00:55:00";"2";"0";"103";"2,29";"12582912";"904711";"7,19";"0";"1";"82";"6";"6"
"04.12.2015 01:00:00";"2";"0";"102";"2,25";"12582912";"778882";"6,19";"0";"1";"82";"6";"5"
"04.12.2015 01:05:00";"2";"0";"123";"2,72";"12582912";"1072064";"8,52";"0";"1";"82";"342";"10"
"04.12.2015 01:10:00";"2";"0";"103";"2,29";"12582912";"1131204";"8,99";"0";"1";"82";"6";"6"
"04.12.2015 01:15:00";"2";"0";"103";"2,29";"12582912";"829214";"6,59";"0";"2";"82";"6";"6"
"04.12.2015 01:20:00";"2";"0";"104";"2,32";"12582912";"653053";"5,19";"0";"1";"82";"6";"6"
"04.12.2015 01:25:00";"2";"0";"102";"2,27";"12582912";"904711";"7,19";"0";"1";"82";"6";"6"
"04.12.2015 01:30:00";"2";"0";"102";"2,27";"12582912";"895903";"7,12";"0";"2";"82";"6";"5"
"04.12.2015 01:35:00";"2";"0";"105";"2,33";"12582912";"955043";"7,59";"0";"3";"82";"6";"6"
"04.12.2015 01:40:00";"2";"0";"105";"2,32";"12582912";"955043";"7,59";"0";"1";"82";"6";"6"
"04.12.2015 01:45:00";"2";"0";"103";"2,28";"12582912";"1080872";"8,59";"0";"1";"82";"6";"6"
"04.12.2015 01:50:00";"2";"0";"103";"2,28";"12582912";"1131204";"8,99";"0";"1";"82";"6";"6"
"04.12.2015 01:55:00";"2";"0";"102";"2,27";"12582912";"980209";"7,79";"0";"1";"82";"6";"6"
"04.12.2015 02:00:00";"2";"0";"102";"2,26";"12582912";"829214";"6,59";"0";"1";"82";"6";"6"
"04.12.2015 02:05:00";"2";"0";"103";"2,28";"12582912";"829214";"6,59";"0";"1";"82";"6";"5"
"04.12.2015 02:10:00";"2";"0";"103";"2,27";"12582912";"627887";"4,99";"0";"1";"82";"6";"6"
"04.12.2015 02:15:00";"2";"0";"103";"2,29";"12582912";"904711";"7,19";"0";"1";"82";"6";"6"
"04.12.2015 02:20:00";"2";"0";"103";"2,29";"12582912";"879546";"6,99";"0";"1";"82";"6";"6"
"04.12.2015 02:25:00";"2";"0";"103";"2,29";"12582912";"829214";"6,59";"0";"1";"82";"6";"6"
"04.12.2015 02:30:00";"2";"0";"102";"2,27";"12582912";"1156370";"9,19";"0";"1";"82";"6";"5"
"04.12.2015 02:35:00";"2";"0";"104";"2,3";"12582912";"937427";"7,45";"0";"1";"82";"6";"6"
"04.12.2015 02:40:00";"2";"0";"103";"2,29";"12582912";"929877";"7,39";"0";"1";"82";"6";"6"
"04.12.2015 02:45:00";"2";"0";"106";"2,35";"12582912";"904711";"7,19";"0";"1";"82";"6";"6"
"04.12.2015 02:50:00";"2";"0";"103";"2,27";"12582912";"854380";"6,79";"0";"1";"82";"6";"5"
"04.12.2015 02:55:00";"2";"0";"102";"2,27";"12582912";"660603";"5,25";"0";"1";"82";"6";"6"
"04.12.2015 03:00:00";"2";"0";"102";"2,26";"12582912";"786432";"6,25";"0";"1";"82";"6";"5"
"04.12.2015 03:05:00";"2";"0";"105";"2,32";"12582912";"836764";"6,65";"0";"1";"82";"6";"5"
"04.12.2015 03:10:00";"2";"0";"104";"2,3";"12582912";"778882";"6,19";"0";"1";"82";"6";"6"
"04.12.2015 03:15:00";"2";"0";"103";"2,28";"12582912";"1055706";"8,39";"0";"1";"82";"6";"6"
"04.12.2015 03:20:00";"2";"0";"106";"2,34";"12582912";"1063256";"8,45";"0";"1";"82";"6";"6"
"04.12.2015 03:25:00";"2";"0";"103";"2,29";"12582912";"955043";"7,59";"0";"1";"82";"6";"6"
"04.12.2015 03:30:00";"2";"0";"104";"2,32";"12582912";"879546";"6,99";"0";"17";"82";"6";"5"
"04.12.2015 03:35:00";"2";"0";"105";"2,32";"12582912";"937427";"7,45";"0";"1";"82";"6";"6"
"04.12.2015 03:40:00";"2";"0";"103";"2,27";"12582912";"829214";"6,59";"0";"1";"82";"6";"6"
"04.12.2015 03:45:00";"2";"0";"102";"2,27";"12582912";"870738";"6,92";"0";"1";"82";"6";"6"
"04.12.2015 03:50:00";"2";"0";"105";"2,32";"12582912";"1012924";"8,05";"0";"1";"82";"6";"6"
"04.12.2015 03:55:00";"2";"0";"105";"2,33";"12582912";"996567";"7,92";"0";"1";"82";"6";"6"
"04.12.2015 04:00:00";"2";"0";"103";"2,28";"12582912";"1055706";"8,39";"0";"1";"82";"6";"5"
"04.12.2015 04:05:00";"2";"0";"105";"2,33";"12582912";"1113588";"8,85";"0";"1";"82";"6";"6"
"04.12.2015 04:10:00";"2";"0";"104";"2,31";"12582912";"1005375";"7,99";"0";"1";"82";"6";"6"
"04.12.2015 04:15:00";"2";"0";"103";"2,29";"12582912";"996567";"7,92";"0";"1";"82";"6";"6"
"04.12.2015 04:20:00";"2";"0";"103";"2,28";"12582912";"820406";"6,52";"0";"1";"82";"6";"5"
"04.12.2015 04:25:00";"2";"0";"104";"2,3";"12582912";"887095";"7,05";"0";"1";"82";"6";"6"
"04.12.2015 04:30:00";"2";"0";"103";"2,27";"12582912";"861929";"6,85";"0";"1";"82";"6";"6"
"04.12.2015 04:35:00";"2";"0";"105";"2,33";"12582912";"678219";"5,39";"0";"1";"82";"6";"6"
"04.12.2015 04:40:00";"2";"0";"104";"2,3";"12582912";"744908";"5,92";"0";"1";"82";"6";"6"
"04.12.2015 04:45:00";"2";"0";"103";"2,29";"12582912";"710935";"5,65";"0";"1";"82";"6";"6"
"04.12.2015 04:50:00";"2";"0";"105";"2,32";"12582912";"1012924";"8,05";"0";"1";"82";"6";"5"
"04.12.2015 04:55:00";"2";"0";"104";"2,3";"12582912";"845572";"6,72";"0";"1";"82";"6";"6"
"04.12.2015 05:00:00";"2";"0";"102";"2,27";"12582912";"653053";"5,19";"0";"1";"82";"6";"6"
"04.12.2015 05:05:00";"2";"0";"105";"2,33";"12582912";"728551";"5,79";"0";"1";"82";"6";"6"
"04.12.2015 05:10:00";"2";"0";"103";"2,28";"12582912";"703385";"5,59";"0";"1";"82";"6";"6"
"04.12.2015 05:15:00";"2";"0";"105";"2,32";"12582912";"804048";"6,39";"0";"1";"82";"6";"6"
"04.12.2015 05:20:00";"2";"0";"106";"2,34";"12582912";"1046898";"8,32";"0";"1";"82";"6";"6"
"04.12.2015 05:25:00";"2";"0";"104";"2,31";"12582912";"1005375";"7,99";"0";"1";"82";"6";"6"
"04.12.2015 05:30:00";"2";"0";"103";"2,28";"12582912";"962593";"7,65";"0";"1";"82";"6";"6"
